,station_id,bikes_available,docks_available,time
35490419,89,0,0,8/24/2016 11:49:01
35490420,89,0,0,8/24/2016 11:49:52
35490421,89,0,0,8/24/2016 11:50:56
35490422,89,5,14,8/24/2016 11:52:02
35490423,89,5,14,8/24/2016 11:53:39
35490424,89,5,14,8/24/2016 11:54:59
35490425,89,5,14,8/24/2016 11:56:59
35490426,89,5,14,8/24/2016 11:58:01
35490427,89,5,14,8/24/2016 11:59:51
35490428,89,5,14,8/24/2016 12:00:53
35490429,89,5,14,8/24/2016 12:01:55
35490430,89,5,14,8/24/2016 12:03:01
35490431,89,5,14,8/24/2016 12:03:53
35490432,89,5,14,8/24/2016 12:04:50
35490433,89,5,14,8/24/2016 12:05:55
35490434,89,5,14,8/24/2016 12:07:01
35490435,89,5,14,8/24/2016 12:09:01
35490436,89,5,14,8/24/2016 12:10:44
35490437,89,5,14,8/24/2016 12:11:53
35490438,89,5,14,8/24/2016 12:14:01
35490439,89,5,14,8/24/2016 12:14:59
35490440,89,5,14,8/24/2016 12:16:01
35490441,89,5,14,8/24/2016 12:16:52
35490442,89,5,14,8/24/2016 12:18:56
35490443,89,5,14,8/24/2016 12:19:59
35490444,89,5,14,8/24/2016 12:20:53
35490445,89,5,14,8/24/2016 12:22:47
35490446,89,5,14,8/24/2016 12:24:00
35490447,89,5,14,8/24/2016 12:25:01
35490448,89,5,14,8/24/2016 12:26:58
35490449,89,5,14,8/24/2016 12:27:52
35490450,89,5,14,8/24/2016 12:28:54
35490451,89,5,14,8/24/2016 12:30:01
35490452,89,5,14,8/24/2016 12:31:01
35490453,89,5,14,8/24/2016 12:31:59
35490454,89,5,14,8/24/2016 12:33:00
35490455,89,5,14,8/24/2016 12:34:47
35490456,89,5,14,8/24/2016 12:35:55
35490457,89,5,14,8/24/2016 12:37:01
35490458,89,5,14,8/24/2016 12:38:46
35490459,89,5,14,8/24/2016 12:40:01
35490460,89,5,14,8/24/2016 12:40:56
35490461,89,5,14,8/24/2016 12:42:02
35490462,89,5,14,8/24/2016 12:44:01
35490463,89,5,14,8/24/2016 12:45:01
35490464,89,5,14,8/24/2016 12:45:55
35490465,89,5,14,8/24/2016 12:48:01
35490466,89,5,14,8/24/2016 12:49:01
35490467,89,5,14,8/24/2016 12:50:01
35490468,89,5,14,8/24/2016 12:51:01
35490469,89,5,14,8/24/2016 12:51:52
35490470,89,5,14,8/24/2016 12:53:59
35490471,89,5,14,8/24/2016 12:56:00
