,station_id,bikes_available,docks_available,time
35481454,88,0,0,8/24/2016 11:23:01
35481455,88,0,0,8/24/2016 11:24:01
35481456,88,0,0,8/24/2016 11:25:01
35481457,88,10,8,8/24/2016 11:27:01
35481458,88,10,8,8/24/2016 11:28:01
35481459,88,10,8,8/24/2016 11:28:58
35481460,88,10,8,8/24/2016 11:30:00
35481461,88,10,8,8/24/2016 11:30:52
35481462,88,10,8,8/24/2016 11:32:01
35481463,88,10,8,8/24/2016 11:34:01
35481464,88,10,8,8/24/2016 11:35:38
35481465,88,10,8,8/24/2016 11:37:01
35481466,88,10,8,8/24/2016 11:38:01
35481467,88,10,8,8/24/2016 11:39:01
35481468,88,10,8,8/24/2016 11:41:00
35481469,88,10,8,8/24/2016 11:42:01
35481470,88,10,8,8/24/2016 11:43:01
35481471,88,10,8,8/24/2016 11:44:01
35481472,88,10,8,8/24/2016 11:45:01
35481473,88,10,8,8/24/2016 11:47:01
35481474,88,10,8,8/24/2016 11:49:01
35481475,88,10,8,8/24/2016 11:49:52
35481476,88,10,8,8/24/2016 11:50:56
35481477,88,10,8,8/24/2016 11:52:02
35481478,88,10,8,8/24/2016 11:53:39
35481479,88,10,8,8/24/2016 11:54:59
35481480,88,10,8,8/24/2016 11:56:59
35481481,88,10,8,8/24/2016 11:58:01
35481482,88,10,8,8/24/2016 11:59:51
35481483,88,10,8,8/24/2016 12:00:53
35481484,88,10,8,8/24/2016 12:01:55
35481485,88,10,8,8/24/2016 12:03:01
35481486,88,10,8,8/24/2016 12:03:53
35481487,88,10,8,8/24/2016 12:04:50
35481488,88,10,8,8/24/2016 12:05:55
35481489,88,10,8,8/24/2016 12:07:01
35481490,88,10,8,8/24/2016 12:09:01
35481491,88,10,8,8/24/2016 12:10:44
35481492,88,10,8,8/24/2016 12:11:53
35481493,88,10,8,8/24/2016 12:14:01
35481494,88,10,8,8/24/2016 12:14:59
35481495,88,10,8,8/24/2016 12:16:01
35481496,88,10,8,8/24/2016 12:16:52
35481497,88,10,8,8/24/2016 12:18:56
35481498,88,10,8,8/24/2016 12:19:59
35481499,88,10,8,8/24/2016 12:20:53
35481500,88,10,8,8/24/2016 12:22:47
35481501,88,10,8,8/24/2016 12:24:00
35481502,88,10,8,8/24/2016 12:25:01
35481503,88,10,8,8/24/2016 12:26:58
35481504,88,10,8,8/24/2016 12:27:52
35481505,88,10,8,8/24/2016 12:28:54
35481506,88,10,8,8/24/2016 12:30:01
35481507,88,10,8,8/24/2016 12:31:01
35481508,88,10,8,8/24/2016 12:31:59
35481509,88,10,8,8/24/2016 12:33:00
35481510,88,10,8,8/24/2016 12:34:47
35481511,88,10,8,8/24/2016 12:35:55
35481512,88,10,8,8/24/2016 12:37:01
35481513,88,10,8,8/24/2016 12:38:46
35481514,88,10,8,8/24/2016 12:40:01
35481515,88,10,8,8/24/2016 12:40:56
35481516,88,10,8,8/24/2016 12:42:02
35481517,88,10,8,8/24/2016 12:44:01
35481518,88,10,8,8/24/2016 12:45:01
35481519,88,10,8,8/24/2016 12:45:55
35481520,88,10,8,8/24/2016 12:48:01
35481521,88,10,8,8/24/2016 12:49:01
35481522,88,10,8,8/24/2016 12:50:01
35481523,88,10,8,8/24/2016 12:51:01
35481524,88,10,8,8/24/2016 12:51:52
35481525,88,10,8,8/24/2016 12:53:59
35481526,88,10,8,8/24/2016 12:56:00
35481527,88,10,8,8/24/2016 12:58:01
35481528,88,10,8,8/24/2016 12:58:53
35481529,88,10,8,8/24/2016 13:00:01
35481530,88,10,8,8/24/2016 13:02:01
35481531,88,10,8,8/24/2016 13:03:48
35481532,88,10,8,8/24/2016 13:04:53
35481533,88,10,8,8/24/2016 13:05:56
35481534,88,10,8,8/24/2016 13:06:55
35481535,88,10,8,8/24/2016 13:08:00
35481536,88,10,8,8/24/2016 13:09:01
35481537,88,10,8,8/24/2016 13:10:01
35481538,88,10,8,8/24/2016 13:10:59
35481539,88,10,8,8/24/2016 13:11:52
35481540,88,10,8,8/24/2016 13:12:47
35481541,88,10,8,8/24/2016 13:13:56
35481542,88,10,8,8/24/2016 13:14:57
35481543,88,10,8,8/24/2016 13:15:53
35481544,88,10,8,8/24/2016 13:18:01
35481545,88,10,8,8/24/2016 13:19:01
35481546,88,10,8,8/24/2016 13:20:01
35481547,88,10,8,8/24/2016 13:20:54
35481548,88,10,8,8/24/2016 13:21:48
35481549,88,10,8,8/24/2016 13:22:40
35481550,88,10,8,8/24/2016 13:23:47
35481551,88,10,8,8/24/2016 13:24:55
35481552,88,10,8,8/24/2016 13:25:57
35481553,88,10,8,8/24/2016 13:27:52
35481554,88,10,8,8/24/2016 13:28:51
35481555,88,10,8,8/24/2016 13:30:46
35481556,88,10,8,8/24/2016 13:32:01
35481557,88,10,8,8/24/2016 13:33:01
35481558,88,10,8,8/24/2016 13:34:00
35481559,88,10,8,8/24/2016 13:35:56
35481560,88,10,8,8/24/2016 13:37:00
35481561,88,10,8,8/24/2016 13:38:52
35481562,88,10,8,8/24/2016 13:40:53
35481563,88,10,8,8/24/2016 13:41:57
35481564,88,10,8,8/24/2016 13:42:48
35481565,88,10,8,8/24/2016 13:44:02
35481566,88,10,8,8/24/2016 13:46:01
35481567,88,10,8,8/24/2016 13:47:49
35481568,88,10,8,8/24/2016 13:49:01
35481569,88,10,8,8/24/2016 13:49:56
35481570,88,10,8,8/24/2016 13:50:55
35481571,88,10,8,8/24/2016 13:51:59
35481572,88,10,8,8/24/2016 13:54:01
35481573,88,10,8,8/24/2016 13:55:01
35481574,88,10,8,8/24/2016 13:55:54
35481575,88,10,8,8/24/2016 13:56:56
35481576,88,10,8,8/24/2016 13:57:47
35481577,88,10,8,8/24/2016 13:59:01
35481578,88,10,8,8/24/2016 14:00:51
35481579,88,10,8,8/24/2016 14:02:01
35481580,88,10,8,8/24/2016 14:03:56
35481581,88,10,8,8/24/2016 14:04:52
35481582,88,10,8,8/24/2016 14:05:45
35481583,88,10,8,8/24/2016 14:07:01
35481584,88,10,8,8/24/2016 14:08:01
35481585,88,10,8,8/24/2016 14:09:01
35481586,88,10,8,8/24/2016 14:10:01
35481587,88,10,8,8/24/2016 14:11:00
35481588,88,10,8,8/24/2016 14:13:01
35481589,88,10,8,8/24/2016 14:14:01
35481590,88,10,8,8/24/2016 14:15:01
35481591,88,10,8,8/24/2016 14:16:37
35481592,88,10,8,8/24/2016 14:18:01
35481593,88,10,8,8/24/2016 14:18:54
35481594,88,10,8,8/24/2016 14:19:51
35481595,88,10,8,8/24/2016 14:21:00
35481596,88,10,8,8/24/2016 14:22:01
35481597,88,10,8,8/24/2016 14:23:49
35481598,88,10,8,8/24/2016 14:24:57
35481599,88,10,8,8/24/2016 14:25:56
35481600,88,10,8,8/24/2016 14:26:52
35481601,88,10,8,8/24/2016 14:28:01
35481602,88,10,8,8/24/2016 14:28:57
35481603,88,10,8,8/24/2016 14:29:50
35481604,88,10,8,8/24/2016 14:30:52
35481605,88,10,8,8/24/2016 14:32:51
35481606,88,10,8,8/24/2016 14:33:56
35481607,88,10,8,8/24/2016 14:35:37
35481608,88,10,8,8/24/2016 14:36:53
35481609,88,10,8,8/24/2016 14:38:53
35481610,88,10,8,8/24/2016 14:39:51
35481611,88,10,8,8/24/2016 14:41:01
35481612,88,10,8,8/24/2016 14:41:58
35481613,88,10,8,8/24/2016 14:42:58
35481614,88,10,8,8/24/2016 14:44:58
35481615,88,10,8,8/24/2016 14:45:54
35481616,88,10,8,8/24/2016 14:46:53
35481617,88,10,8,8/24/2016 14:48:01
35481618,88,10,8,8/24/2016 14:50:00
35481619,88,10,8,8/24/2016 14:51:00
35481620,88,10,8,8/24/2016 14:52:52
35481621,88,10,8,8/24/2016 14:53:59
35481622,88,10,8,8/24/2016 14:56:01
35481623,88,10,8,8/24/2016 14:56:59
35481624,88,10,8,8/24/2016 14:57:52
35481625,88,10,8,8/24/2016 14:59:01
35481626,88,10,8,8/24/2016 15:00:00
35481627,88,10,8,8/24/2016 15:00:55
35481628,88,10,8,8/24/2016 15:02:01
35481629,88,10,8,8/24/2016 15:03:01
35481630,88,10,8,8/24/2016 15:04:01
35481631,88,10,8,8/24/2016 15:04:57
35481632,88,10,8,8/24/2016 15:05:54
35481633,88,10,8,8/24/2016 15:08:00
35481634,88,10,8,8/24/2016 15:08:54
35481635,88,10,8,8/24/2016 15:09:55
35481636,88,10,8,8/24/2016 15:10:55
35481637,88,10,8,8/24/2016 15:12:01
35481638,88,10,8,8/24/2016 15:12:56
35481639,88,10,8,8/24/2016 15:14:01
35481640,88,10,8,8/24/2016 15:16:00
35481641,88,10,8,8/24/2016 15:16:53
35481642,88,10,8,8/24/2016 15:19:01
35481643,88,10,8,8/24/2016 15:20:52
35481644,88,10,8,8/24/2016 15:21:52
35481645,88,10,8,8/24/2016 15:22:52
35481646,88,10,8,8/24/2016 15:23:57
35481647,88,10,8,8/24/2016 15:24:55
35481648,88,10,8,8/24/2016 15:25:51
35481649,88,10,8,8/24/2016 15:26:52
35481650,88,10,8,8/24/2016 15:28:01
35481651,88,10,8,8/24/2016 15:28:52
35481652,88,10,8,8/24/2016 15:31:01
35481653,88,10,8,8/24/2016 15:32:59
35481654,88,10,8,8/24/2016 15:33:52
