,station_id,bikes_available,docks_available,time
35508280,91,0,0,8/24/2016 12:40:01
35508281,91,0,0,8/24/2016 12:40:56
35508282,91,10,23,8/24/2016 12:42:02
35508283,91,10,23,8/24/2016 12:44:01
35508284,91,10,23,8/24/2016 12:45:01
35508285,91,10,23,8/24/2016 12:45:55
35508286,91,10,23,8/24/2016 12:48:01
35508287,91,10,23,8/24/2016 12:49:01
35508288,91,10,23,8/24/2016 12:50:01
35508289,91,10,23,8/24/2016 12:51:01
35508290,91,10,23,8/24/2016 12:51:52
35508291,91,10,23,8/24/2016 12:53:59
35508292,91,10,23,8/24/2016 12:56:00
35508293,91,10,23,8/24/2016 12:58:01
35508294,91,10,23,8/24/2016 12:58:53
35508295,91,10,23,8/24/2016 13:00:01
35508296,91,10,23,8/24/2016 13:02:01
35508297,91,10,23,8/24/2016 13:03:48
35508298,91,10,23,8/24/2016 13:04:53
35508299,91,10,23,8/24/2016 13:05:56
35508300,91,10,23,8/24/2016 13:06:55
35508301,91,10,23,8/24/2016 13:08:00
35508302,91,10,23,8/24/2016 13:09:01
35508303,91,10,23,8/24/2016 13:10:01
35508304,91,10,23,8/24/2016 13:10:59
35508305,91,10,23,8/24/2016 13:11:52
35508306,91,10,23,8/24/2016 13:12:47
35508307,91,10,23,8/24/2016 13:13:56
35508308,91,10,23,8/24/2016 13:14:57
35508309,91,10,23,8/24/2016 13:15:53
35508310,91,10,23,8/24/2016 13:18:01
35508311,91,10,23,8/24/2016 13:19:01
35508312,91,10,24,8/24/2016 13:20:01
35508313,91,10,24,8/24/2016 13:20:54
35508314,91,10,24,8/24/2016 13:21:48
35508315,91,10,24,8/24/2016 13:22:40
35508316,91,10,24,8/24/2016 13:23:47
35508317,91,10,24,8/24/2016 13:24:55
35508318,91,10,24,8/24/2016 13:25:57
35508319,91,10,24,8/24/2016 13:27:52
35508320,91,10,24,8/24/2016 13:28:51
35508321,91,10,24,8/24/2016 13:30:46
35508322,91,10,24,8/24/2016 13:32:01
35508323,91,10,24,8/24/2016 13:33:01
35508324,91,10,24,8/24/2016 13:34:00
35508325,91,10,24,8/24/2016 13:35:56
35508326,91,10,24,8/24/2016 13:37:00
35508327,91,10,24,8/24/2016 13:38:52
35508328,91,10,24,8/24/2016 13:40:53
35508329,91,10,24,8/24/2016 13:41:57
35508330,91,10,24,8/24/2016 13:42:48
35508331,91,10,24,8/24/2016 13:44:02
35508332,91,10,24,8/24/2016 13:46:01
35508333,91,10,24,8/24/2016 13:47:49
35508334,91,10,24,8/24/2016 13:49:01
35508335,91,10,24,8/24/2016 13:49:56
35508336,91,10,24,8/24/2016 13:50:55
35508337,91,10,24,8/24/2016 13:51:59
35508338,91,10,24,8/24/2016 13:54:01
35508339,91,10,24,8/24/2016 13:55:01
35508340,91,10,24,8/24/2016 13:55:54
35508341,91,10,24,8/24/2016 13:56:56
35508342,91,10,24,8/24/2016 13:57:47
35508343,91,10,24,8/24/2016 13:59:01
35508344,91,10,24,8/24/2016 14:00:51
35508345,91,10,24,8/24/2016 14:02:01
35508346,91,10,24,8/24/2016 14:03:56
35508347,91,10,24,8/24/2016 14:04:52
35508348,91,10,24,8/24/2016 14:05:45
35508349,91,10,24,8/24/2016 14:07:01
35508350,91,10,24,8/24/2016 14:08:01
35508351,91,10,24,8/24/2016 14:09:01
35508352,91,10,24,8/24/2016 14:10:01
35508353,91,10,24,8/24/2016 14:11:00
35508354,91,10,24,8/24/2016 14:13:01
35508355,91,10,24,8/24/2016 14:14:01
35508356,91,10,24,8/24/2016 14:15:01
35508357,91,10,24,8/24/2016 14:16:37
35508358,91,10,24,8/24/2016 14:18:01
35508359,91,10,24,8/24/2016 14:18:54
35508360,91,10,24,8/24/2016 14:19:51
35508361,91,10,24,8/24/2016 14:21:00
35508362,91,10,24,8/24/2016 14:22:01
35508363,91,10,24,8/24/2016 14:23:49
35508364,91,10,24,8/24/2016 14:24:57
35508365,91,10,24,8/24/2016 14:25:56
35508366,91,10,24,8/24/2016 14:26:52
35508367,91,10,24,8/24/2016 14:28:01
35508368,91,10,24,8/24/2016 14:28:57
35508369,91,10,24,8/24/2016 14:29:50
35508370,91,10,24,8/24/2016 14:30:52
35508371,91,10,24,8/24/2016 14:32:51
35508372,91,10,24,8/24/2016 14:33:56
35508373,91,10,24,8/24/2016 14:35:37
35508374,91,10,24,8/24/2016 14:36:53
35508375,91,10,24,8/24/2016 14:38:53
35508376,91,10,24,8/24/2016 14:39:51
